Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,538.002848,520.1273462,522.130365,991.8699187,637.7391331,660.0380791,880.6182632,747.9823613,770.865877,817.2405665,746.9099566,655.0618709,635.3918277,743.3847282,858.9541653,595.4654847,656.3620135,634.1130347,579.0571081,630.4486284,551.6420967,520.7699987,515.0225789,581.5833633
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,10.98984387,9.527050017,10.60407904,17.53546947,15.40995802,13.32149201,15.39803932,14.24501425,14.92433708,19.13570403,18.10500905,17.74137025,15.85984325,18.33482206,19.57753735,12.75039426,19.23280347,24.75777403,31.65511004,47.58825063,62.54097947,73.44047002,80.66301278,87.0309232
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,2560.081237,2264.737696,2620.17627,5526.961755,5212.732264,4138.72549,4009.779951,3229.803335,3904.043535,3320.567196,3470.895246,3606.6002,3162.505957,1892.923345,2093.057283,2490.163388,2301.697409,1677.164716,841.8230074,1033.451691,1118.347818,647.2239261,730.4025787,776.0214883
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,1234.24402,1078.877257,1207.163334,3663.126195,1891.55562,1106.114858,1332.585825,1344.608226,1253.202807,967.3641363,805.6499207,623.8644164,463.4627008,396.8557383,396.9885048,311.0906677,244.5086608,207.3714806,207.9217765,228.8167872,254.8717846,258.5552933,209.2304481,247.1135468
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,428.809499,349.5261754,377.5359398,760.5881062,504.1249263,423.2818257,437.5468543,383.7759882,317.1316941,465.3562701,350.3156822,249.2618883,196.4532115,175.3423656,183.6098083,125.9675068,130.1381531,156.9362892,152.1609143,147.9078094,176.8660661,110.916353,100.2949072,89.76369437
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,329.0203327,297.0815338,325.6731031,644.6179758,465.9241851,368.8602314,398.8877169,356.4433999,291.1927202,449.7133301,330.4852491,222.9094189,174.5617847,151.0108481,153.3492405,98.65371883,110.1703737,135.6040698,127.2904583,121.1118348,151.400872,89.56049656,79.50572345,67.77918011
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,3.350667453,3.850735852,4.37532815,8.456659619,6.201492117,8.201155141,8.713015066,6.223236379,4.909963544,4.511719191,4.776956774,3.330854558,4.435081495,4.988001086,6.923837784,6.961777468,6.869953815,6.978390033,6.730484095,6.076661523,4.780472839,3.055684762,3.100153755,3.362238395
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,1070.33231,984.734105,1103.144372,2408.914837,1891.537857,3201.973867,5623.960668,4094.959868,3486.041168,3862.120089,3166.406898,2428.650767,2451.193059,2214.01766,2095.63207,1434.119519,1247.815662,1229.686056,1199.063045,1276.005548,1362.780553,1633.81634,1902.861277,2467.904819
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,21.45554411,20.66670245,22.30213822,48.99189749,36.36515633,43.93063584,47.84688995,37.96825017,30.10549363,30.34935993,26.47131248,19.83110509,17.42670329,15.95612656,16.50257642,12.63920202,15.58312036,21.50032932,24.94744866,27.8385838,27.68315223,27.49606643,24.79249757,23.35727512
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,15.55209953,15.89892523,15.84890709,24.32727634,18.53138754,15.39314082,16.80149347,16.24654126,14.49701656,16.42893038,17.93518954,9.328525555,8.159811418,5.916931428,4.347931109,4.851880332,5.729017474,7.56259734,8.25388652,8.837825895,10.20788438,8.951929681,9.903388526,10.84772163
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,38.30750479,43.80544126,52.00715098,164.1867624,117.029074,514.5657501,615.2866542,369.2224768,735.3011529,500.1392125,481.3024877,364.6767272,372.1170892,300.013696,258.2471155,240.8498161,172.6489341,251.0813776,144.5322804,152.8294814,382.0521581,341.3815678,296.3300661,239.667744
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,253.9440908,240.412883,272.5608516,613.740458,470.7080998,399.2395437,441.2883591,303.1557165,264.2380708,328.3464567,262.5789511,667.0469826,494.9713383,427.352924,440.7607652,292.710327,290.9241406,290.3157449,261.4534718,271.0872745,309.2757241,272.519899,281.8479186,314.0033237
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,384.6153846,405.2287582,464.3261608,1006.128703,667.3476336,743.7756067,655.7901472,421.2454212,291.3676886,243.5615891,156.137832,120.5844801,106.4593301,102.8199125,108.6016338,79.45185509,86.01540716,104.6255507,116.9781423,124.1967968,125.2756063,115.3918613,110.0287031,118.4210526
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,35.60528993,41.53336701,50.77919804,105.290866,83.35526893,98.0789495,102.1861127,76.74386734,62.10826211,61.66710217,57.81433608,40.10880089,33.01996737,29.77057244,28.41767942,19.96758204,19.85455937,22.31117527,21.38291691,19.42618051,15.23029253,11.34821759,9.903270382,8.698173384
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,101.5667365,115.8248985,136.3134473,260.9063061,144.962527,146.9221619,144.873451,129.4959523,92.9953893,95.79207625,94.41359384,59.00564714,48.4086416,41.20680078,32.96262325,23.24460697,27.66577227,34.92852256,39.44025945,44.07918046,43.10922053,41.01740928,41.745996,44.3769493
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,30.08519702,38.10292272,50.13407951,145.140934,97.80551076,121.2179984,158.117301,115.3579711,90.86801546,85.70755828,86.56845933,45.51354158,34.57733944,27.54242522,23.68417967,15.27958968,17.34898143,22.30863849,25.51377588,29.17274432,30.31800404,30.22117831,27.67361036,28.91416724
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,21.99736032,26.02332915,30.19909834,61.78005317,40.03269337,49.80312203,51.45550141,40.29449806,30.18044051,30.7378075,25.66163175,19.13423063,16.60220617,17.44271832,18.61302912,13.62693413,14.68547529,17.85158669,16.96431424,16.1852221,13.16657958,10.84665223,10.00622411,10.14461158
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,2737.19801,2427.618118,2815.504307,5942.796278,5640.532977,4483.20664,4383.207924,3543.011461,4281.154082,3635.930606,3806.307324,3927.326257,3440.027833,2065.879512,2263.620427,2682.793879,2545.752103,1848.80067,921.0881986,1143.490187,1246.218684,733.5451349,828.8556037,885.2942375
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,26.14815433,27.04786761,31.33481372,72.63329706,47.84955211,58.43143303,57.78158233,45.78304136,33.14155711,35.26521436,25.27567394,17.90613915,14.12656483,11.29481412,10.40130548,6.924015085,8.788825102,12.70713385,15.61073945,19.4247859,21.2579552,21.26023713,17.76642461,17.76228792
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,359.6834319,310.4526504,345.1578599,684.9597406,535.8935743,449.049611,462.2269114,384.3742968,321.6342199,439.9039066,390.5752976,260.3409975,213.7732382,176.6967763,159.3833714,101.8658547,111.5513042,131.9433899,119.5619303,112.4771582,130.0129674,73.71617891,66.36456372,56.16439667
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,118.522602,142.3501895,165.2407314,297.9005107,144.3701929,160.7361249,154.7597625,106.993865,75.12043766,72.25487627,48.14328519,48.44986895,54.03353652,62.62771513,70.79073612,57.82164142,57.91844615,66.05275125,64.14034601,59.38284681,50.73932671,36.55090268,34.57971108,35.96025446
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,39.050766,39.56739647,38.39824465,74.21150278,53.60824742,57.14285714,62.74509804,38.74813711,31.99606202,32.34750462,29.74925627,21.90765083,17.23395088,14.84780995,15.27255639,10.72577762,15.95017469,23.61623616,29.25731433,35.53221072,39.55440749,40.93389933,41.25585623,43.68302505
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,6865.503453,5863.807518,5965.022898,7683.903315,5750.06236,3622.580645,3789.633567,4394.345411,3800.678404,4220.879251,3796.254362,2728.244019,2836.042403,2347.102241,2602.470961,2387.751349,2162.895341,2177.132062,2293.69376,2275.530863,2700.918117,2704.096247,2531.155702,2432.81471
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,68.02262931,64.3430367,66.34043138,132.9524127,82.34714004,86.80303483,97.11953941,73.25076033,62.5648392,71.20641077,73.2637495,67.36324524,70.81139006,81.18990985,99.42756487,83.44845461,83.80663675,102.7792992,106.601643,105.2646772,103.7765218,89.54106028,87.29646461,93.34876648
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,71.16063548,58.69096852,74.34848602,195.4983177,164.7522914,231.9819011,240.950353,188.4491065,183.1455565,167.5912815,160.2208789,106.169297,86.43947224,82.23459099,69.10220699,45.83048419,56.97208088,56.6318927,53.27866042,60.20922178,60.42273892,54.91933286,62.12420975,74.85453688
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,420.44588,350.1287998,355.6083767,540.1174548,403.5476325,309.6938822,347.6451491,283.8139476,257.0911937,271.1742583,257.4960107,211.5807383,187.6139782,174.2849694,171.0537238,127.6968867,130.9426643,137.6183663,125.2554347,128.4192009,128.7855604,114.0474515,111.8845504,123.1315125
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,184.4644754,207.8998274,253.2552549,441.3776601,403.0340518,396.6879592,446.8155422,351.8332974,333.9370441,333.6890126,310.6054117,293.2561574,282.2334475,272.2064898,302.0183714,241.8212053,227.4810868,216.9484834,193.2065984,189.6388684,177.6217523,143.3525251,126.3599791,118.9298084
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,219.4438569,208.0533205,217.076082,472.7525763,458.5799259,438.9511048,494.9249421,398.2977435,341.0743993,359.7476068,328.3973039,269.359087,197.4266192,154.9136802,154.9158235,105.3850648,116.701876,140.4419139,133.1460214,133.124574,116.2641497,102.3141252,98.21598659,98.49896572
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,1686.879476,1612.106035,1714.617745,3046.911843,2002.855482,1842.547021,2176.823426,1902.907293,1857.966115,2027.212598,1591.183022,1341.050977,1185.031038,1043.903854,1092.708894,955.8283434,867.8923187,867.4978535,888.5685764,836.8917809,790.0914508,738.0313753,676.8624344,711.0108408
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,434.3204068,463.1711716,476.2589168,731.1448947,582.5966995,503.8491341,543.353612,428.4523241,382.1491506,337.6862978,293.4951673,270.8058963,301.53105,293.6330771,326.4030325,259.637374,273.7601436,283.0047933,257.7824413,288.6456577,279.6263951,246.0457943,217.2476645,217.4695257
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1456.919886,1293.614504,1431.972219,3260.542898,2307.043511,1849.114891,1863.988925,1717.521323,1683.108404,1428.727446,1095.939775,944.7522021,1052.001727,827.0766495,855.962405,578.2652704,530.7570046,530.6302648,545.0776808,788.8449435,911.3208875,930.9150561,920.9273546,1170.86426
